id,label
683,3
684,6
685,2
686,3
687,2
688,0
689,5
690,0
691,3
692,5
693,8
694,7
695,5
696,1
697,0
698,5
699,2
700,3
701,3
702,5
703,4
704,1
705,1
706,8
707,5
708,3
709,2
710,3
711,3
712,0
713,7
714,0
715,8
716,5
717,5
718,7
719,5
720,7
721,6
722,5
723,8
724,3
725,5
726,6
727,5
728,1
729,4
730,5
731,4
732,4
733,2
734,7
735,5
736,0
737,5
738,4
739,7
740,5
741,8
742,7
743,3
744,6
745,1
746,3
747,0
748,2
749,0
750,2
751,8
752,4
753,6
754,8
755,5
756,4
757,4
758,9
759,3
760,7
761,5
762,1
763,5
764,4
765,8
766,5
767,7
768,7
769,7
770,5
771,8
772,5
773,8
774,5
775,8
776,9
777,0
778,8
779,4
780,3
781,5
782,3
783,8
784,3
785,5
786,2
787,9
788,5
789,7
790,3
791,5
792,7
793,0
794,1
795,5
796,0
797,1
798,8
799,4
800,8
801,0
802,1
803,5
804,3
805,1
806,4
807,7
808,8
809,2
810,9
811,4
812,1
813,2
814,1
815,5
816,4
817,1
818,0
819,3
820,0
821,1
822,1
823,0
824,3
825,7
826,5
827,8
828,1
829,5
830,1
831,5
832,3
833,2
834,8
835,0
836,7
837,5
838,5
839,2
840,4
841,7
842,7
843,4
844,4
845,7
846,0
847,8
848,3
849,5
850,9
851,8
852,5
853,7
854,2
855,5
856,6
857,3
858,3
859,5
860,6
861,4
862,0
863,1
864,8
865,8
866,8
867,4
868,5
869,1
870,7
871,4
872,3
873,2
874,3
875,3
876,8
877,9
878,3
879,8
880,0
881,5
882,2
883,7
884,3
885,4
886,1
887,2
888,5
889,3
890,6
891,8
892,7
893,6
894,0
895,5
896,5
897,7
898,3
899,5
900,0
901,0
902,7
903,5
904,1
905,1
906,2
907,1
908,5
909,1
910,2
911,3
912,7
913,4
914,5
915,2
916,5
917,8
918,5
919,6
920,8
921,3
922,7
923,2
924,0
925,5
926,4
927,5
928,6
929,6
930,4
931,4
932,6
933,5
934,3
935,4
936,5
937,0
938,9
939,9
940,3
941,4
942,2
943,3
944,9
945,7
946,6
947,3
948,3
949,2
950,4
951,0
952,3
953,4
954,8
955,9
956,5
957,1
958,3
959,1
960,1
961,8
962,0
963,4
964,9
965,2
966,5
967,2
968,5
969,3
970,5
971,1
972,1
973,0
974,7
975,7
976,5
977,3
978,1
979,3
980,0
981,9
982,7
983,4
984,3
985,1
986,0
987,3
988,3
989,8
990,4
991,1
992,3
993,6
994,9
995,3
996,8
997,2
998,1
999,4
1000,3
1001,0
1002,4
1003,6
1004,3
1005,9
1006,8
1007,7
1008,3
1009,8
1010,5
1011,2
1012,4
1013,4
1014,7
1015,3
1016,3
1017,8
1018,3
1019,0
1020,8
1021,3
1022,0
1023,7
1024,4
1025,1
1026,5
1027,5
1028,3
1029,4
1030,0
1031,8
1032,3
1033,5
1034,1
1035,6
1036,9
1037,8
1038,7
1039,4
1040,8
1041,4
1042,8
1043,3
1044,3
1045,5
1046,6
1047,2
1048,2
1049,5
1050,8
1051,0
1052,4
1053,2
1054,8
1055,2
1056,4
1057,5
1058,7
1059,5
1060,9
1061,5
1062,7
1063,6
1064,2
1065,4
1066,2
1067,8
1068,0
1069,8
1070,6
1071,2
1072,3
1073,1
1074,1
1075,7
1076,5
1077,5
1078,5
1079,0
1080,3
1081,4
1082,1
1083,4
1084,9
1085,3
1086,8
1087,6
1088,3
1089,1
1090,1
1091,3
1092,6
1093,8
1094,5
1095,9
1096,8
1097,2
1098,4
1099,8
1100,0
1101,0
1102,3
1103,0
1104,8
1105,8
1106,3
1107,0
1108,5
1109,3
1110,8
1111,6
1112,3
1113,6
1114,2
1115,3
1116,8
1117,5
1118,3
1119,0
1120,5
1121,1
1122,0
1123,5
1124,3
1125,3
1126,5
1127,1
1128,3
1129,8
1130,4
1131,4
1132,2
1133,0
1134,0
1135,5
1136,4
1137,3
1138,5
1139,8
1140,0
1141,3
1142,5
1143,9
1144,4
1145,8
1146,3
1147,1
1148,8
1149,6
1150,3
1151,0
1152,5
1153,0
1154,8
1155,5
1156,5
1157,5
1158,4
1159,5
1160,5
1161,7
1162,1
1163,5
1164,5
1165,8
1166,3
1167,8
1168,1
1169,5
1170,0
1171,3
1172,0
1173,3
1174,4
1175,1
1176,2
1177,2
1178,6
1179,6
1180,0
1181,8
1182,3
1183,5
1184,1
1185,5
1186,8
1187,4
1188,8
1189,3
1190,5
1191,5
1192,7
1193,1
1194,7
1195,7
1196,1
1197,8
1198,4
1199,1
1200,0
1201,1
1202,5
1203,7
1204,7
1205,3
1206,5
1207,2
1208,1
1209,1
1210,9
1211,8
1212,3
1213,3
1214,1
1215,5
1216,0
1217,5
1218,8
1219,9
1220,8
1221,7
1222,7
1223,3
1224,5
1225,5
1226,7
1227,0
1228,3
1229,0
1230,6
1231,7
1232,3
1233,1
1234,4
1235,1
1236,3
1237,3
1238,5
1239,6
1240,7
1241,1
1242,2
1243,0
1244,3
1245,5
1246,3
1247,3
1248,8
1249,9
1250,6
1251,3
1252,5
1253,5
1254,3
1255,3
1256,5
1257,5
1258,4
1259,5
1260,8
1261,4
1262,5
1263,1
1264,4
1265,0
1266,5
1267,3
1268,3
1269,8
1270,3
1271,5
1272,1
1273,7
1274,8
1275,1
1276,7
1277,0
1278,1
1279,5
1280,4
1281,5
1282,5
1283,8
1284,8
1285,1
1286,4
1287,3
1288,1
1289,7
1290,5
1291,5
1292,5
1293,2
1294,0
1295,9
1296,3
1297,8
1298,5
1299,1
1300,2
1301,8
1302,5
1303,6
1304,9
1305,3
1306,2
1307,4
1308,8
1309,8
1310,8
1311,0
1312,1
1313,2
1314,3
1315,4
1316,3
1317,9
1318,2
1319,0
1320,2
1321,3
1322,5
1323,8
1324,3
1325,3
1326,8
1327,5
1328,5
1329,3
1330,7
1331,2
1332,9
1333,3
1334,3
1335,9
1336,0
1337,3
1338,0
1339,1
1340,4
1341,0
1342,3
1343,0
1344,3
1345,5
1346,9
1347,3
1348,3
1349,9
1350,4
1351,5
1352,3
1353,3
1354,7
1355,3
1356,8
1357,3
1358,5
1359,5
1360,7
1361,2
1362,4
1363,4
1364,5
1365,9
1366,0
1367,8
1368,8
1369,9
1370,7
1371,2
1372,3
1373,5
1374,8
1375,3
1376,4
1377,6
1378,3
1379,5
1380,2
1381,2
1382,5
1383,0
1384,3
1385,3
1386,4
1387,6
1388,8
1389,4
1390,5
1391,2
1392,4
1393,8
1394,1
1395,5
1396,5
1397,0
1398,0
1399,1
1400,5
1401,3
1402,5
1403,4
1404,3
1405,7
1406,2
1407,0
1408,7
1409,2
1410,8
1411,6
1412,1
1413,6
1414,9
1415,4
1416,7
1417,6
1418,5
1419,1
1420,8
1421,3
1422,4
1423,1
1424,8
1425,4
1426,4
1427,3
1428,3
1429,5
1430,6
1431,8
1432,7
1433,9
1434,2
1435,3
1436,6
1437,1
1438,0
1439,3
1440,5
1441,5
1442,3
1443,5
1444,0
1445,0
1446,7
1447,3
1448,5
1449,3
1450,3
1451,4
1452,3
1453,4
1454,4
1455,0
1456,3
1457,7
1458,9
1459,4
1460,5
1461,1
1462,3
1463,5
1464,4
1465,7
1466,4
1467,5
1468,2
1469,1
1470,4
1471,5
1472,4
1473,1
1474,3
1475,0
1476,8
1477,1
1478,5
1479,3
1480,0
1481,9
1482,1
1483,2
1484,5
1485,3
1486,3
1487,4
1488,7
1489,3
1490,0
1491,4
1492,4
1493,4
1494,4
1495,3
1496,9
1497,5
1498,1
1499,3
1500,3
1501,3
1502,8
1503,6
1504,4
1505,1
1506,3
1507,6
1508,1
1509,3
1510,3
1511,3
1512,3
1513,2
1514,5
1515,7
1516,6
1517,4
1518,4
1519,2
1520,2
1521,0
1522,8
1523,1
1524,5
1525,6
1526,8
1527,0
1528,1
1529,7
1530,5
1531,4
1532,3
1533,0
1534,5
1535,0
1536,7
1537,0
1538,0
1539,0
1540,8
1541,4
1542,3
1543,7
1544,7
1545,0
1546,5
1547,2
1548,3
1549,5
1550,7
1551,3
1552,5
1553,5
1554,8
1555,3
1556,8
1557,9
1558,9
1559,5
1560,4
1561,8
1562,4
1563,5
1564,3
1565,1
1566,0
1567,1
1568,2
1569,1
1570,0
1571,3
1572,5
1573,7
1574,3
1575,9
1576,8
1577,3
1578,1
1579,5
1580,3
1581,1
1582,5
1583,1
1584,0
1585,7
1586,3
1587,3
1588,0
1589,1
1590,8
1591,1
1592,6
1593,2
1594,5
1595,2
1596,8
1597,5
1598,3
1599,9
1600,0
1601,6
1602,3
1603,1
1604,5
1605,8
1606,6
1607,1
1608,3
1609,2
1610,5
1611,2
1612,0
1613,5
1614,3
1615,7
1616,8
1617,7
1618,0
1619,9
1620,5
1621,2
1622,5
1623,4
1624,1
1625,3
1626,5
1627,4
1628,3
1629,4
1630,8
1631,2
1632,7
1633,2
1634,3
1635,5
1636,4
1637,6
1638,9
1639,7
1640,8
1641,9
1642,1
1643,3
1644,5
1645,9
1646,0
1647,1
1648,8
1649,0
1650,2
1651,5
1652,7
1653,7
1654,8
1655,0
1656,0
1657,3
1658,5
1659,1
1660,5
1661,1
1662,6
1663,8
1664,6
1665,0
1666,3
1667,0
1668,9
1669,6
1670,5
1671,3
1672,8
1673,3
1674,5
1675,2
1676,5
1677,4
1678,4
1679,7
1680,8
1681,7
1682,0
1683,4
1684,8
1685,4
1686,8
1687,1
1688,5
1689,6
1690,8
1691,8
1692,7
1693,5
1694,8
1695,0
1696,3
1697,3
1698,4
1699,8
1700,4
1701,8
1702,0
1703,0
1704,1
1705,3
1706,3
1707,8
1708,5
1709,1
1710,5
1711,3
1712,4
1713,5
1714,4
1715,4
1716,6
1717,7
1718,3
1719,5
1720,7
1721,8
1722,3
1723,8
1724,4
1725,4
1726,5
1727,8
1728,5
1729,2
1730,6
1731,3
1732,7
1733,1
1734,0
1735,5
1736,8
1737,1
1738,7
1739,7
1740,8
1741,5
1742,0
1743,5
1744,3
1745,5
1746,9
1747,3
1748,3
1749,4
1750,3
1751,1
1752,3
1753,3
1754,3
1755,0
1756,1
1757,0
1758,1
1759,3
1760,0
1761,4
1762,5
1763,4
1764,5
1765,3
1766,3
1767,3
1768,5
1769,3
1770,4
1771,8
1772,2
1773,3
1774,0
1775,2
1776,7
1777,4
1778,3
1779,5
1780,3
1781,0
1782,3
1783,7
1784,3
1785,3
1786,9
1787,1
1788,5
1789,3
1790,9
1791,0
1792,5
1793,7
1794,3
1795,0
1796,2
1797,4
1798,8
1799,3
1800,4
1801,4
1802,3
1803,8
1804,5
1805,2
1806,8
1807,7
1808,5
1809,2
1810,3
1811,5
1812,6
1813,4
1814,7
1815,2
1816,1
1817,2
1818,3
1819,8
1820,3
1821,6
1822,9
1823,4
1824,4
1825,8
1826,8
1827,4
1828,8
1829,3
1830,3
1831,8
1832,7
1833,4
1834,7
1835,7
1836,3
1837,3
1838,7
1839,9
1840,7
1841,4
1842,5
1843,3
1844,3
1845,2
1846,5
1847,1
1848,1
1849,4
1850,5
1851,9
1852,5
1853,3
1854,7
1855,5
1856,6
1857,2
1858,7
1859,1
1860,5
1861,1
1862,9
1863,1
1864,3
1865,0
1866,9
1867,3
1868,3
1869,4
1870,3
1871,7
1872,4
1873,2
1874,2
1875,7
1876,3
1877,3
1878,5
1879,8
1880,8
1881,5
1882,3
1883,4
1884,4
1885,6
1886,7
1887,1
1888,8
1889,3
1890,3
1891,5
1892,2
1893,1
1894,7
1895,4
1896,0
1897,3
1898,3
1899,8
1900,1
1901,3
1902,4
1903,5
1904,0
1905,3
1906,1
1907,3
1908,3
1909,0
1910,5
1911,5
1912,2
1913,4
1914,7
1915,5
1916,2
1917,2
1918,9
1919,2
1920,8
1921,0
1922,6
1923,7
1924,3
1925,2
1926,7
1927,0
1928,1
1929,3
1930,7
1931,6
1932,1
1933,8
1934,1
1935,2
1936,5
1937,3
1938,6
1939,3
1940,5
1941,3
1942,3
1943,3
1944,9
1945,0
1946,7
1947,3
1948,3
1949,5
1950,1
1951,3
1952,4
1953,3
1954,2
1955,1
1956,2
1957,6
1958,3
1959,5
1960,6
1961,4
1962,3
1963,3
1964,4
1965,4
1966,3
1967,7
1968,4
1969,8
1970,3
1971,0
1972,3
1973,1
1974,1
1975,3
1976,3
1977,3
1978,3
1979,5
1980,5
1981,6
1982,3
1983,2
1984,3
1985,0
1986,9
1987,3
1988,5
1989,2
1990,8
1991,4
1992,3
1993,3
1994,3
1995,4
1996,7
1997,3
1998,8
1999,7
2000,3
2001,4
2002,7
2003,3
2004,3
2005,3
2006,6
2007,5
2008,7
2009,0
2010,2
2011,8
2012,4
2013,8
2014,4
2015,8
2016,1
2017,8
2018,4
2019,2
2020,5
2021,5
2022,3
2023,3
2024,4
2025,3
2026,4
2027,0
2028,9
2029,3
2030,4
2031,2
2032,3
2033,6
2034,3
2035,3
2036,3
2037,3
2038,8
2039,4
2040,2
2041,4
2042,2
2043,2
2044,9
2045,5
2046,8
2047,9
2048,8
2049,9
2050,3
2051,3
2052,3
2053,3
2054,8
2055,9
2056,2
2057,4
2058,5
2059,7
2060,0
2061,0
2062,5
2063,5
2064,3
2065,0
2066,2
2067,4
2068,3
2069,4
2070,5
2071,6
2072,3
2073,2
2074,1
2075,8
2076,4
2077,9
2078,5
2079,2
2080,2
2081,4
2082,3
2083,6
2084,5
2085,8
2086,7
2087,8
2088,7
2089,9
2090,5
2091,6
2092,0
2093,1
2094,5
2095,5
2096,2
2097,5
2098,9
2099,3
2100,3
2101,1
2102,8
2103,8
2104,0
2105,6
2106,6
2107,4
2108,6
2109,3
2110,8
2111,8
2112,3
2113,0
2114,3
2115,5
2116,8
2117,6
2118,4
2119,1
2120,2
2121,9
2122,3
2123,6
2124,1
2125,2
2126,1
2127,8
2128,8
2129,3
2130,3
2131,7
2132,8
2133,5
2134,1
2135,0
2136,8
2137,3
2138,4
2139,0
2140,8
2141,4
2142,1
2143,3
2144,0
2145,4
2146,2
2147,4
2148,6
2149,3
2150,3
2151,0
2152,0
2153,5
2154,5
2155,3
2156,3
2157,5
2158,1
2159,5
2160,4
2161,5
2162,0
2163,4
2164,6
2165,5
2166,0
2167,1
2168,5
2169,5
2170,1
2171,5
2172,8
2173,8
2174,0
2175,3
2176,4
2177,2
2178,3
2179,5
2180,6
2181,5
2182,0
2183,7
2184,8
2185,4
2186,1
2187,6
2188,0
2189,1
2190,6
2191,5
2192,9
2193,5
2194,2
2195,3
2196,0
2197,1
2198,8
2199,3
2200,3
2201,7
2202,0
2203,4
2204,3
2205,6
2206,4
2207,2
2208,9
2209,1
2210,9
2211,1
2212,2
2213,3
2214,3
2215,3
2216,4
2217,2
2218,3
2219,8
2220,4
2221,0
2222,4
2223,6
2224,4
2225,8
2226,1
2227,1
2228,6
2229,0
2230,1
2231,1
2232,7
2233,3
2234,8
2235,7
2236,5
2237,5
2238,8
2239,4
2240,7
2241,6
2242,1
2243,1
2244,1
2245,5
2246,1
2247,5
2248,5
2249,1
2250,3
2251,3
2252,2
2253,5
2254,0
2255,1
2256,9
2257,5
2258,3
2259,9
2260,4
2261,2
2262,5
2263,2
2264,9
2265,6
2266,6
2267,3
2268,8
2269,3
2270,8
2271,5
2272,3
2273,7
2274,5
2275,0
2276,1
2277,1
2278,0
2279,1
2280,3
2281,4
2282,5
2283,9
2284,4
2285,1
2286,8
2287,3
2288,4
2289,8
2290,1
2291,7
2292,8
2293,4
2294,9
2295,8
2296,4
2297,3
2298,0
2299,3
2300,8
2301,4
2302,0
2303,3
2304,3
2305,7
2306,3
2307,3
2308,5
2309,6
2310,4
2311,3
2312,3
2313,8
2314,2
2315,5
2316,6
2317,5
2318,5
2319,3
2320,3
2321,0
2322,3
2323,2
2324,4
2325,6
2326,3
2327,1
2328,9
2329,8
2330,1
2331,2
2332,0
2333,6
2334,5
2335,3
2336,5
2337,8
2338,9
2339,0
2340,7
2341,4
2342,5
2343,3
2344,0
2345,0
2346,1
2347,8
2348,3
2349,4
2350,0
2351,3
2352,0
2353,1
2354,2
2355,5
2356,9
2357,3
2358,7
2359,4
2360,3
2361,3
2362,9
2363,4
2364,3
2365,5
2366,7
2367,8
2368,9
2369,1
2370,8
2371,3
2372,1
2373,4
2374,7
2375,2
2376,0
2377,7
2378,8
2379,7
2380,1
2381,5
2382,4
2383,5
2384,8
2385,5
2386,3
2387,1
2388,3
2389,2
2390,2
2391,3
2392,7
2393,5
2394,8
2395,8
2396,3
2397,5
2398,7
2399,0
2400,1
2401,3
2402,2
2403,1
2404,5
2405,0
2406,1
2407,3
2408,3
2409,4
2410,7
2411,1
2412,4
2413,6
2414,9
2415,3
2416,4
2417,0
2418,2
2419,3
2420,5
2421,7
2422,3
2423,7
2424,8
2425,8
2426,0
2427,1
2428,7
2429,3
2430,7
2431,6
2432,8
2433,7
2434,9
2435,8
2436,7
2437,8
2438,8
2439,8
2440,3
2441,0
2442,2
2443,7
2444,2
2445,5
2446,3
2447,4
2448,8
2449,9
2450,3
2451,6
2452,2
2453,3
2454,0
2455,3
2456,1
2457,7
2458,4
2459,5
2460,7
2461,8
2462,0
2463,4
2464,3
2465,4
2466,5
2467,4
2468,0
2469,2
2470,0
2471,5
2472,4
2473,5
2474,4
2475,4
2476,8
2477,5
2478,0
2479,3
2480,8
2481,0
2482,8
2483,7
2484,2
2485,1
2486,5
2487,1
2488,5
2489,2
2490,5
2491,5
2492,5
2493,7
2494,2
2495,0
2496,8
2497,1
2498,4
2499,4
2500,4
2501,6
2502,5
2503,8
2504,5
2505,9
2506,7
2507,5
2508,7
2509,1
2510,8
2511,4
2512,8
2513,7
2514,3
2515,7
2516,0
2517,3
2518,3
2519,7
2520,2
2521,4
2522,2
2523,5
2524,3
2525,5
2526,1
2527,4
2528,4
2529,4
2530,3
2531,7
2532,3
2533,7
2534,8
2535,2
2536,5
2537,0
2538,3
2539,1
2540,5
2541,6
2542,7
2543,3
2544,9
2545,3
2546,4
2547,4
2548,3
2549,0
2550,2
2551,1
2552,6
2553,5
2554,3
2555,0
2556,9
2557,3
2558,1
2559,6
2560,4
2561,0
2562,2
2563,3
2564,6
2565,8
2566,4
2567,0
2568,0
2569,9
2570,8
2571,6
2572,1
2573,3
2574,7
2575,2
2576,4
2577,3
2578,5
2579,4
2580,5
2581,8
2582,7
2583,7
2584,3
2585,4
2586,2
2587,7
2588,5
2589,3
2590,0
2591,6
2592,4
2593,0
2594,8
2595,3
2596,9
2597,0
2598,4
2599,4
2600,3
2601,3
2602,1
2603,6
2604,8
2605,6
2606,8
2607,5
2608,1
2609,6
2610,4
2611,8
2612,3
2613,3
2614,1
2615,9
2616,4
2617,8
2618,3
2619,8
2620,3
2621,0
2622,5
2623,4
2624,5
2625,2
2626,5
2627,6
2628,7
2629,9
2630,6
2631,3
2632,7
2633,3
2634,3
2635,1
2636,0
2637,5
2638,6
2639,3
2640,2
2641,3
2642,3
2643,2
2644,3
2645,7
2646,5
2647,5
2648,4
2649,2
2650,8
2651,1
2652,5
2653,0
2654,4
2655,8
2656,9
2657,3
2658,0
2659,1
2660,5
2661,6
2662,3
2663,1
2664,8
2665,8
2666,0
2667,0
2668,3
2669,9
2670,5
2671,3
2672,2
2673,4
2674,4
2675,2
2676,8
2677,3
2678,9
2679,1
2680,3
2681,3
2682,8
2683,4
2684,6
2685,4
2686,5
2687,2
2688,4
2689,5
2690,5
2691,4
2692,1
2693,8
2694,4
2695,1
2696,5
2697,8
2698,1
2699,4
2700,5
2701,4
2702,3
2703,9
2704,8
2705,5
2706,7
2707,8
2708,6
2709,8
2710,8
2711,1
2712,4
2713,8
2714,1
2715,3
2716,9
2717,5
2718,9
2719,5
2720,5
2721,3
2722,3
2723,1
2724,4
2725,4
2726,3
2727,0
2728,5
2729,4
2730,4
2731,0
2732,4
2733,4
2734,5
2735,3
2736,3
2737,1
2738,2
2739,5
2740,0
2741,9
2742,5
2743,3
2744,4
2745,3
2746,1
2747,5
2748,0
2749,3
2750,5
2751,1
2752,5
2753,1
2754,4
2755,3
2756,7
2757,8
2758,3
2759,0
2760,3
2761,3
2762,8
2763,1
2764,4
2765,9
2766,5
2767,0
2768,7
2769,4
2770,4
2771,7
2772,2
2773,3
2774,2
2775,5
2776,2
2777,3
2778,8
2779,3
2780,1
2781,5
2782,5
2783,0
2784,5
2785,4
2786,7
2787,7
2788,1
2789,7
2790,3
2791,5
2792,5
2793,3
2794,9
2795,0
2796,1
2797,2
2798,8
2799,2
2800,5
2801,9
2802,2
2803,3
2804,4
2805,5
2806,5
2807,0
2808,3
2809,4
2810,1
2811,3
2812,3
2813,1
2814,0
2815,3
2816,0
2817,8
2818,1
2819,1
2820,3
2821,3
2822,6
2823,1
2824,3
2825,3
2826,9
2827,0
2828,4
2829,4
2830,8
2831,3
2832,5
2833,5
2834,8
2835,2
2836,4
2837,0
2838,7
2839,3
2840,4
2841,9
2842,7
2843,1
2844,4
2845,5
2846,3
2847,6
2848,1
2849,4
2850,1
2851,5
2852,8
2853,8
2854,0
2855,3
2856,3
2857,7
2858,1
2859,5
2860,2
2861,8
2862,3
2863,0
2864,7
2865,0
2866,8
2867,7
2868,1
2869,4
2870,0
2871,6
2872,5
2873,0
2874,0
2875,5
2876,8
2877,5
2878,8
2879,5
2880,4
2881,8
2882,2
2883,8
2884,8
2885,8
2886,4
2887,7
2888,0
2889,5
2890,9
2891,3
2892,3
2893,0
2894,2
2895,8
2896,1
2897,8
2898,7
2899,0
2900,5
2901,4
2902,2
2903,3
2904,3
2905,4
2906,8
2907,6
2908,4
2909,5
2910,3
2911,4
2912,8
2913,5
2914,5
2915,6
2916,0
2917,6
2918,0
2919,2
2920,3
2921,0
2922,3
2923,3
2924,8
2925,3
2926,7
2927,5
2928,1
2929,0
2930,3
2931,4
2932,5
2933,4
2934,2
2935,5
2936,2
2937,8
2938,5
2939,6
2940,4
2941,1
2942,3
2943,3
2944,6
2945,5
2946,5
2947,3
2948,3
2949,3
2950,5
2951,7
2952,2
2953,4
2954,0
2955,3
2956,3
2957,5
2958,7
2959,8
2960,8
2961,4
2962,5
2963,2
2964,0
2965,3
2966,0
2967,7
2968,0
2969,5
2970,1
2971,8
2972,3
2973,5
2974,3
2975,9
2976,2
2977,1
2978,5
2979,3
2980,9
2981,9
2982,4
2983,7
2984,1
2985,9
2986,5
2987,4
2988,7
2989,8
2990,0
2991,3
2992,3
2993,1
2994,4
2995,8
2996,2
2997,8
